,,avg down time per resource,aircraft,total down time,registration number,downs,total tail down time,avg tail down time,downed,upped,duration,downed reason,squawk,comments
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,5/2/2024 11:57,5/6/2024 11:42,95:45:00,downed by ETA,50 Hr Inspect,"out of time, 1.2 hrs left"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,6/3/2024 16:03,6/3/2024 18:45,2:42,downed by ETA,Avionics,ADAHRS 2 not coming alive
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,6/13/2024 13:44,6/17/2024 13:56,96:12:00,downed by ETA,50 Hr Inspect,Out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,7/30/2024 9:16,7/31/2024 10:17,25:01:00,Inspection,,411/413
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,4/10/2024 22:24,4/11/2024 11:34,13:10,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,5/22/2024 7:50,5/22/2024 17:22,9:32,Squawk,,Oil leak on belly
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,6/19/2024 10:35,6/20/2024 10:18,23:43,downed by ETA,Other,stall horn barely audible
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,7/16/2024 23:30,7/23/2024 13:23,157:53:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,5/15/2024 14:23,5/20/2024 10:46,116:23:00,downed by ETA,Engine,Low oil press.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,6/21/2024 6:44,6/24/2024 13:51,79:07:00,Squawk,,Needs dried out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,7/11/2024 15:03,7/11/2024 15:53,0:50,downed by ETA,Avionics,GPS 1 fault
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,7/31/2024 10:24,7/31/2024 11:30,1:06,Inspection,,411/413 QA
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,8/13/2024 14:38,8/19/2024 13:45,143:07:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,9/9/2024 11:56,9/10/2024 6:46,18:50,Squawk,, at FWA
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,9/11/2024 15:08,9/13/2024 9:29,42:21:00,downed by ETA,Eng Abnorm Noise,rusty said to bring the tin back
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,9/21/2024 13:52,9/24/2024 13:30,71:38:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,10/10/2024 18:58,10/11/2024 7:24,12:26,downed by ETA,Other,baggage door lock broke
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,10/26/2024 16:13,10/28/2024 8:49,40:36:00,downed by ETA,Other,Inop nav light
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,11/11/2024 6:36,11/12/2024 8:37,26:01:00,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,8/30/2024 11:22,9/9/2024 10:27,239:05:00,Squawk,,Oil pressure issue
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,9/16/2024 11:56,9/16/2024 19:58,8:02,downed by ETA,Engine,High RPM upto 2720
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,10/1/2024 18:59,10/2/2024 14:35,19:36,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,10/14/2024 16:39,10/14/2024 20:06,3:27,downed by ETA,Airframe Damage,Left tire tred is completely gone and is rough.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,8/28/2024 23:10,8/30/2024 6:42,31:32:00,downed by ETA,Engine,Low oil pressure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,9/10/2024 16:35,9/11/2024 10:43,18:08,downed by ETA,Engine,Still needs work finished
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU47 N53PB,44,1977:13:00,44:56:00,10/17/2024 14:16,10/22/2024 8:08,113:52:00,Inspection,,Insp
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,9/20/2023 11:57,1/19/2024 10:46,2902:49:00,Squawk,,Bent Push Rods
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,3/1/2024 11:39,3/1/2024 11:40,0:01,Squawk,Aircraft Malfunc,nose landing gear
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,9/20/2023 10:47,1/29/2024 17:56,3151:09:00,Squawk,,Break-In Flight (x6 new cylinders)
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,3/1/2024 11:41,3/1/2024 14:19,2:38,downed by ETA,Airframe Damage,nose gear
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,4/6/2024 10:46,5/21/2024 7:36,1076:50:00,downed by ETA,Engine,Excessively high idle in the air
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,1/30/2024 12:22,2/5/2024 9:36,141:14:00,Inspection,,x6 Cylinder Break-In Flight
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,2/5/2024 14:06,2/5/2024 14:56,0:50,downed by ETA,Other,adjustments
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,3/15/2024 6:38,3/27/2024 13:37,294:59:00,Squawk,,fuel boost pump inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,2/14/2024 16:33,2/16/2024 10:39,42:06:00,downed by ETA,Other,alt 2 issues
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,2/19/2024 10:40,2/19/2024 13:05,2:25,Squawk,Engine,idled at 1100 rpm
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,2/27/2024 6:56,2/27/2024 10:54,3:58,Inspection,,oil change
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,7/16/2024 17:46,7/17/2024 12:59,19:13,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,6/22/2024 12:16,6/26/2024 14:01,97:45:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,7/31/2024 16:14,8/1/2024 9:46,17:32,downed by ETA,Engine,Alt 2 would not come alive
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,8/8/2024 14:12,8/9/2024 17:03,26:51:00,Inspection,,#4
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,6/4/2024 7:00,6/6/2024 8:00,49:00:00,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,6/28/2024 10:14,7/1/2024 10:27,72:13:00,downed by ETA,Engine,Alt 2 failure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,7/18/2024 16:57,7/19/2024 9:37,16:40,downed by ETA,Engine,low oil pressure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,8/14/2024 17:20,8/15/2024 12:15,18:55,downed by ETA,Engine,engine roughness
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,7/17/2024 13:00,7/17/2024 13:38,0:38,Inspection,,1
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,7/22/2024 13:01,7/22/2024 17:58,4:57,downed by ETA,Avionics,alt failure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,7/22/2024 17:59,7/23/2024 13:19,19:20,Squawk,,Alt 2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,8/12/2024 23:43,8/14/2024 8:01,32:18:00,downed by ETA,Other,Alt 2 dropped to 0 amps
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,11/8/2024 11:24,11/12/2024 13:53,98:29:00,downed by ETA,50 Hr Inspect,time out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,9/18/2024 13:17,9/20/2024 15:34,50:17:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,11/6/2024 12:56,11/6/2024 14:53,1:57,downed by ETA,Airframe Damage,Tailstrike
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,8/21/2024 12:12,8/22/2024 9:33,21:21,Squawk,Engine,Cyl 6 temp showing 2000F in flight
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,10/5/2024 13:21,10/5/2024 13:35,0:14,downed by ETA,Engine,"RPM fluctuating, rough engine when running up"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,10/5/2024 13:37,10/7/2024 8:08,42:31:00,downed by ETA,Engine,rough engine in startup and RPM fluctuating
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,10/9/2024 12:21,10/10/2024 7:59,19:38,Squawk,,resistance in elevator controls
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,8/29/2024 6:43,9/3/2024 12:05,125:22:00,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,10/10/2024 14:33,10/14/2024 13:50,95:17:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,12/9/2024 20:22,12/11/2024 14:09,41:47:00,downed by ETA,Engine,EGT Cyl 1 no indication
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU48 N156CS,34,8710:02:00,256:11:00,11/27/2024 9:56,12/6/2024 12:44,218:48:00,downed by ETA,Avionics,alt 2 intermittent
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,1/17/2024 18:16,1/18/2024 11:11,16:55,Squawk,,
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,2/13/2024 17:20,2/13/2024 18:21,1:01,downed by ETA,Other,flaps are stuck
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,2/14/2024 7:36,2/15/2024 8:45,25:09:00,Inspection,,#3
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,3/26/2024 6:42,3/26/2024 9:17,2:35,Squawk,,crew killed battery
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,2/29/2024 9:57,3/1/2024 14:12,28:15:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,3/28/2024 19:42,4/2/2024 14:08,114:26:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,4/8/2024 12:26,4/8/2024 13:06,0:40,downed by ETA,Airframe,flaps stuck
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,2/9/2024 12:12,2/9/2024 16:47,4:35,Squawk,Other,Flat spot on tire
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,3/15/2024 12:48,3/20/2024 13:25,120:37:00,downed by ETA,Avionics,auto pilot dip
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,4/22/2024 11:42,4/25/2024 13:37,73:55:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,5/1/2024 14:53,5/6/2024 14:54,120:01:00,downed by ETA,Avionics,autopilot
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,6/4/2024 18:49,6/7/2024 13:04,66:15:00,downed by ETA,50 Hr Inspect,TIME
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,7/19/2024 14:15,7/19/2024 15:02,0:47,downed by ETA,Avionics,"MFD inop, ADAHRS 2 inop"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,5/23/2024 12:47,5/23/2024 14:23,1:36,downed by ETA,Avionics,indicated airspeed issues
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,7/20/2024 13:52,7/22/2024 10:56,45:04:00,downed by ETA,Other,Possible brake fluid leak from left main
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,7/30/2024 8:15,7/30/2024 14:34,6:19,downed by ETA,Avionics,dual air data failure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,6/21/2024 13:26,6/25/2024 13:37,96:11:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,4/16/2024 6:36,4/16/2024 8:10,1:34,Squawk,,oil use
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,5/18/2024 10:22,5/22/2024 15:43,101:21:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,7/12/2024 7:05,7/19/2024 12:20,173:15:00,Squawk,,boost pump
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,7/30/2024 19:18,7/31/2024 10:56,15:38,Squawk,Avionics,Invalid batt
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,6/11/2024 13:19,6/11/2024 14:57,1:38,downed by ETA,Airframe,Flaps will not retract
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,6/27/2024 13:41,6/27/2024 14:50,1:09,Squawk,,oil show
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,7/31/2024 18:22,8/7/2024 8:43,158:21:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,8/7/2024 16:17,8/14/2024 13:58,165:41:00,Squawk,,Idle speed
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,8/20/2024 9:30,8/20/2024 10:53,1:23,downed by ETA,Engine,egt fault
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,8/31/2024 13:32,9/5/2024 10:46,117:14:00,downed by ETA,50 Hr Inspect,Timed
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,11/8/2024 8:22,11/8/2024 13:09,4:47,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,9/19/2024 14:56,9/23/2024 11:44,92:48:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,10/10/2024 9:46,10/11/2024 10:14,24:28:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,10/22/2024 17:19,10/22/2024 17:21,0:02,Squawk,Other,Seat stuck in recline position
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,9/7/2024 18:20,9/9/2024 8:48,38:28:00,downed by ETA,Airframe,flap failure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,9/30/2024 17:59,10/2/2024 11:28,41:29:00,downed by ETA,Avionics,Autopilot u/s
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,9/10/2024 7:15,9/10/2024 10:54,3:39,Squawk,,alternators
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,9/26/2024 11:53,9/26/2024 15:34,3:41,Squawk,Engine,EGT #4 inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,11/18/2024 15:08,11/18/2024 15:28,0:20,Squawk,,Flaps will go down but will not come up.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,12/13/2024 19:17,12/16/2024 14:56,67:39:00,Squawk,,
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU49 N81EZ,38,1756:48:00,46:14:00,11/26/2024 20:16,11/27/2024 14:08,17:52,downed by ETA,Other,Flat tire
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,2/20/2024 12:24,2/20/2024 13:03,0:39,downed by ETA,Avionics,comm issue. cant hear each other
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,3/12/2024 11:50,3/12/2024 17:43,5:53,downed by ETA,Airframe,oil door wont close
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,12/12/2023 12:04,2/1/2024 9:48,1221:44:00,downed by ETA,Engine,engine problems
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,2/1/2024 13:46,2/1/2024 15:15,1:29,downed by ETA,Other,more maintenance to do
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,2/22/2024 17:13,2/22/2024 18:07,0:54,downed by ETA,Other,Excessive mag drop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,4/1/2024 17:25,4/3/2024 14:48,45:23:00,downed by ETA,50 Hr Inspect,50 Hr Inspection
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,2/20/2024 14:48,2/21/2024 12:55,22:07,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,2/22/2024 15:27,2/22/2024 16:13,0:46,downed by ETA,Airframe,Flaps inop.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,2/23/2024 15:48,2/24/2024 8:42,16:54,downed by ETA,Propeller,prop overspeed during cruise and takeoff
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,3/15/2024 20:50,3/16/2024 10:50,14:00,Squawk,Engine,Hot Right Mag
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,3/30/2024 8:59,4/1/2024 11:58,50:59:00,downed by ETA,Other,Hobbs issue
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,2/2/2024 8:57,2/4/2024 13:00,52:03:00,Squawk,,STARBASE display
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,3/1/2024 15:41,3/1/2024 17:29,1:48,downed by ETA,Other,Oversped flaps by 4 kts
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,3/11/2024 16:18,3/12/2024 9:18,17:00,downed by ETA,Engine,left mag bad
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,4/25/2024 12:44,4/27/2024 14:29,49:45:00,downed by ETA,50 Hr Inspect,out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,5/18/2024 21:00,5/22/2024 15:49,90:49:00,downed by ETA,50 Hr Inspect,Out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,8/12/2024 22:30,8/15/2024 12:21,61:51:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,4/30/2024 15:04,5/1/2024 15:11,24:07:00,downed by ETA,Other,hard landing
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,5/13/2024 12:10,5/13/2024 12:13,0:03,Squawk,,alt 2 warning
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,5/16/2024 10:54,5/17/2024 10:09,23:15,downed by ETA,Other,"Rejected a takeoff, want mx to look at brakes"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,4/16/2024 11:46,4/16/2024 14:14,2:28,downed by ETA,Avionics,Heading Misaligned
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,4/23/2024 10:22,4/23/2024 11:40,1:18,downed by ETA,Engine,Hot Right Mag
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,6/11/2024 12:18,6/13/2024 11:53,47:35:00,Squawk,Engine,oil pressure 0
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,6/4/2024 21:13,6/7/2024 9:18,60:05:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU50 N191JG,47,2564:35:00,54:34:00,7/8/2024 11:03,7/9/2024 10:19,23:16,downed by ETA,Airframe,Control buffetting
